game_session,installation_id,title,num_correct,num_incorrect,accuracy,accuracy_group
facd0a672c49d732,0160e7c5,Cart Balancer (Assessment),1,2,0.3333333333333333,1
2d2412f750d8312a,01bdd720,Cart Balancer (Assessment),1,0,1.0,3
85941aefc2a33c8b,01bdd720,Cart Balancer (Assessment),1,0,1.0,3
bf5869a219895ae0,01bdd720,Chest Sorter (Assessment),0,4,0.0,0
18875f87420dbf0c,01cc53f3,Cart Balancer (Assessment),1,0,1.0,3
bda68fe31bdb26ce,01cc53f3,Chest Sorter (Assessment),1,0,1.0,3
f4fdc6a63468f3c2,01cc53f3,Cart Balancer (Assessment),1,0,1.0,3
0de0d35f85afd76c,01f71702,Chest Sorter (Assessment),0,4,0.0,0
2c41091dc88157d5,01f71702,Cart Balancer (Assessment),1,0,1.0,3
54df108d0f618be0,01faa4bf,Cart Balancer (Assessment),1,0,1.0,3
a7edee7ee13299e4,01faa4bf,Chest Sorter (Assessment),1,1,0.5,2
0132e115e1f4378e,022183ab,Chest Sorter (Assessment),0,1,0.0,0
4c905efefad36d70,022183ab,Cart Balancer (Assessment),0,3,0.0,0
5fdf08cc0b27e88b,022183ab,Cart Balancer (Assessment),1,0,1.0,3
629226c7be26afe4,022183ab,Cart Balancer (Assessment),1,0,1.0,3
8ebe6ee60e38c3f8,022183ab,Chest Sorter (Assessment),0,3,0.0,0
d983d9f2a6cf8f95,022183ab,Cart Balancer (Assessment),1,2,0.3333333333333333,1
eebf00d04d322732,022183ab,Cart Balancer (Assessment),0,2,0.0,0
5f76e52b637a69d4,0235fe9a,Chest Sorter (Assessment),0,1,0.0,0
8c054ce688e2d70a,0235fe9a,Cart Balancer (Assessment),1,0,1.0,3
6efbdf71bbd3bde1,02490b06,Chest Sorter (Assessment),1,3,0.25,1
c3dff8ba0d65a724,026035e9,Chest Sorter (Assessment),1,0,1.0,3
78d852063cba2983,027b3c4c,Cart Balancer (Assessment),1,0,1.0,3
aa2a5310a5c10bc4,027b3c4c,Chest Sorter (Assessment),1,0,1.0,3
2c0ea0be0a69b266,0281f6bf,Cart Balancer (Assessment),1,0,1.0,3
708ad3acc6f78d9c,0281f6bf,Chest Sorter (Assessment),0,7,0.0,0
278cc33cb108a989,02875dc2,Cart Balancer (Assessment),1,0,1.0,3
ea25fa79f1461b1f,02875dc2,Cart Balancer (Assessment),1,0,1.0,3
5a585c48cabb5579,0293ae74,Cart Balancer (Assessment),1,0,1.0,3
2a9be726af3ebd97,02aa515f,Cart Balancer (Assessment),1,0,1.0,3
a54f6bbbdac3827c,02aa515f,Cart Balancer (Assessment),0,1,0.0,0
d5b087b6a1dd89ee,02aa515f,Chest Sorter (Assessment),0,3,0.0,0
04ae6595177fddcb,02b1fab4,Cart Balancer (Assessment),1,0,1.0,3
611cecf2a9f4d6a8,02b1fab4,Chest Sorter (Assessment),1,0,1.0,3
6aec1d5b2318ae18,02b1fab4,Cart Balancer (Assessment),1,0,1.0,3
fa16cfe02f887b22,02b1fab4,Chest Sorter (Assessment),1,0,1.0,3
08b0844e29327b31,02c975bc,Cart Balancer (Assessment),1,0,1.0,3
24375213467dc2d8,02c975bc,Cart Balancer (Assessment),1,0,1.0,3
500f5977f28dd07d,02c975bc,Cart Balancer (Assessment),1,0,1.0,3
5b48300e6b8c1d8b,02c975bc,Chest Sorter (Assessment),1,1,0.5,2
8342715700a579f4,02c975bc,Cart Balancer (Assessment),1,0,1.0,3
8af16a37782adaa0,02c975bc,Chest Sorter (Assessment),0,1,0.0,0
ba98d636ffe776a7,02c975bc,Cart Balancer (Assessment),1,4,0.2,1
e0ab08c35f6660b6,02c975bc,Cart Balancer (Assessment),0,1,0.0,0
e4aadc87592c470a,02c975bc,Cart Balancer (Assessment),1,0,1.0,3
c5c88cbef0dce5d9,02cdd48e,Cart Balancer (Assessment),1,0,1.0,3
c6d10a77898681d5,02cdfffd,Cart Balancer (Assessment),1,0,1.0,3
cbb7fa0d47a0930f,02cdfffd,Chest Sorter (Assessment),0,2,0.0,0
3f15605bb307aa63,031af3b8,Cart Balancer (Assessment),1,0,1.0,3
89a9a84dfcea8661,031af3b8,Cart Balancer (Assessment),1,0,1.0,3
bde7e5b2daa39086,031af3b8,Chest Sorter (Assessment),0,1,0.0,0
1de3862bd6e16242,0328fc8f,Cart Balancer (Assessment),0,1,0.0,0
48d94d457f5debc7,0328fc8f,Cart Balancer (Assessment),0,1,0.0,0
6722b775116cc022,0328fc8f,Chest Sorter (Assessment),1,0,1.0,3
b1733a3fdedaa4d9,0328fc8f,Cart Balancer (Assessment),0,5,0.0,0
e5ff9590c8c656c9,0328fc8f,Chest Sorter (Assessment),0,3,0.0,0
e9a097df54be9548,0328fc8f,Chest Sorter (Assessment),1,0,1.0,3
32256918fade9468,03401e19,Cart Balancer (Assessment),1,3,0.25,1
46b9f2e76600a91e,03401e19,Cart Balancer (Assessment),1,0,1.0,3
4bfb2b7d269e898f,03401e19,Chest Sorter (Assessment),0,5,0.0,0
6a4f1783120b4d89,03401e19,Cart Balancer (Assessment),1,0,1.0,3
9b62aad010d15b91,03401e19,Cart Balancer (Assessment),1,0,1.0,3
db1ece73fb4c86c3,03401e19,Cart Balancer (Assessment),1,0,1.0,3
efba7435d8c03def,03401e19,Cart Balancer (Assessment),1,0,1.0,3
4ce4c4d5bfb8866a,03560e11,Chest Sorter (Assessment),1,1,0.5,2
f33d59e5c51035e0,03560e11,Cart Balancer (Assessment),1,0,1.0,3
0f5f7c7670b74106,03957682,Chest Sorter (Assessment),0,2,0.0,0
3203bd4ed10d4c11,03957682,Cart Balancer (Assessment),1,0,1.0,3
49aba589d8700114,039e4ac7,Cart Balancer (Assessment),1,0,1.0,3
9fb9e73b455ddd38,039e4ac7,Chest Sorter (Assessment),0,1,0.0,0
04c9d693668621eb,03a5b006,Chest Sorter (Assessment),0,5,0.0,0
1c3a202c4274cdc4,03a5b006,Cart Balancer (Assessment),1,0,1.0,3
4026e6b93c668dcb,03a5b006,Chest Sorter (Assessment),1,1,0.5,2
e3698d04f3859aed,03a5b006,Cart Balancer (Assessment),1,0,1.0,3
868ccba25515339c,03cd458d,Chest Sorter (Assessment),0,7,0.0,0
118f75329ff99218,03d15b59,Cart Balancer (Assessment),1,0,1.0,3
3626b55dcace3ee2,03d15b59,Cart Balancer (Assessment),1,1,0.5,2
6ec6e47b44c444de,03d15b59,Cart Balancer (Assessment),1,0,1.0,3
8edae88592ced658,03d15b59,Chest Sorter (Assessment),1,0,1.0,3
50372add55ccf705,03f89040,Cart Balancer (Assessment),1,0,1.0,3
7e67790a4fbbbd22,03f89040,Chest Sorter (Assessment),1,1,0.5,2
20259585d61e0921,0413ae4a,Chest Sorter (Assessment),0,4,0.0,0
370f017b06390971,0413ae4a,Cart Balancer (Assessment),1,0,1.0,3
2d13c917fa31305d,0429e1ff,Cart Balancer (Assessment),0,4,0.0,0
ee3e6de5c9f00f92,0429e1ff,Cart Balancer (Assessment),1,0,1.0,3
25955e68385936e4,043e7f32,Cart Balancer (Assessment),1,0,1.0,3
4b600b136beb0ac3,043e7f32,Chest Sorter (Assessment),0,1,0.0,0
677116a783847799,043e7f32,Chest Sorter (Assessment),0,2,0.0,0
7ea7c7514a54c70c,043e7f32,Chest Sorter (Assessment),0,1,0.0,0
8638954cdd0bd572,043e7f32,Cart Balancer (Assessment),1,0,1.0,3
96d54b2a361fb67c,043e7f32,Cart Balancer (Assessment),0,1,0.0,0
99146f3641188438,043e7f32,Cart Balancer (Assessment),1,0,1.0,3
aa8aabe7eb810a3b,043e7f32,Chest Sorter (Assessment),0,1,0.0,0
c44bf3d87a8dc532,043e7f32,Cart Balancer (Assessment),1,0,1.0,3
19abfc838609574f,04616599,Chest Sorter (Assessment),0,5,0.0,0
bae8216f314a0231,04616599,Cart Balancer (Assessment),1,1,0.5,2
1d4eb5c744af7a28,046234c2,Cart Balancer (Assessment),1,2,0.3333333333333333,1
1b7e8f7c511547b6,0478b042,Cart Balancer (Assessment),1,0,1.0,3
2cde0ebfdd84def2,0478b042,Chest Sorter (Assessment),1,3,0.25,1
983c6a14be93bab7,0478b042,Cart Balancer (Assessment),1,0,1.0,3
e2c8bd3ce3804c45,0478b042,Chest Sorter (Assessment),1,2,0.3333333333333333,1
51913c7e16b53c16,04963bef,Cart Balancer (Assessment),1,1,0.5,2
bbac8c4a4fa0d0e7,04a57775,Chest Sorter (Assessment),1,8,0.1111111111111111,1
d420f71111585ac3,04a57775,Cart Balancer (Assessment),1,0,1.0,3
0b8fcceb5c7ff59b,04a5927d,Cart Balancer (Assessment),1,0,1.0,3
0e90512d4224d6f5,04a5927d,Cart Balancer (Assessment),1,0,1.0,3
bbf79a0c48829284,04a5927d,Cart Balancer (Assessment),1,0,1.0,3
e664e3bdb5fec4e0,04a5927d,Cart Balancer (Assessment),1,0,1.0,3
2f731cbe691d15a0,04c612fd,Chest Sorter (Assessment),0,1,0.0,0
5500617a8c7375df,04c612fd,Cart Balancer (Assessment),1,0,1.0,3
9fe5b86494fe5bba,04c612fd,Cart Balancer (Assessment),1,0,1.0,3
f45590e944fc4575,04c612fd,Chest Sorter (Assessment),0,11,0.0,0
04728e8bd4f725d3,04de2aae,Cart Balancer (Assessment),1,1,0.5,2
2f8b24460602be62,04f8b246,Cart Balancer (Assessment),1,0,1.0,3
c34a7c43df8a7bcb,04f8b246,Cart Balancer (Assessment),1,0,1.0,3
f2f53797b9e9400b,04fbee62,Chest Sorter (Assessment),0,4,0.0,0
1d4e033cd9def816,05047409,Cart Balancer (Assessment),1,0,1.0,3
bc1ec4cac3d4a6a2,05047409,Cart Balancer (Assessment),1,0,1.0,3
d60d6d7e87e85efc,05047409,Cart Balancer (Assessment),1,0,1.0,3
0424b5b5ddb73b33,050f6d04,Cart Balancer (Assessment),1,1,0.5,2
177fca88f1b8c041,05118f81,Cart Balancer (Assessment),1,0,1.0,3
61fd3b568bf561aa,05118f81,Chest Sorter (Assessment),0,1,0.0,0
6b0f5f0d72ca1da8,05118f81,Cart Balancer (Assessment),1,0,1.0,3
9cc0cd88765f67e7,05118f81,Cart Balancer (Assessment),1,3,0.25,1
a3e09f0cf0aa1c62,05118f81,Chest Sorter (Assessment),0,8,0.0,0
a77fe1fc5027f6c9,05118f81,Chest Sorter (Assessment),0,11,0.0,0
0125507a545f053a,051794c4,Chest Sorter (Assessment),0,3,0.0,0
18723322c5402a66,051794c4,Chest Sorter (Assessment),0,13,0.0,0
3761a734c240dcf7,051794c4,Chest Sorter (Assessment),0,2,0.0,0
447fe3282389fec2,051794c4,Cart Balancer (Assessment),1,0,1.0,3
65f15297e0aaf43e,051794c4,Chest Sorter (Assessment),0,1,0.0,0
7b065326d696bd5a,051794c4,Chest Sorter (Assessment),0,6,0.0,0
b74bc762bc4bb4ea,051794c4,Chest Sorter (Assessment),0,1,0.0,0
e1bb93669a19a68a,051794c4,Chest Sorter (Assessment),0,2,0.0,0
f46d41d9bba23586,051794c4,Cart Balancer (Assessment),1,1,0.5,2
0bbaa6d47f145ecd,051bc5a5,Chest Sorter (Assessment),0,14,0.0,0
966d8c874c003267,051bc5a5,Cart Balancer (Assessment),0,14,0.0,0
c048086d03aff51d,051bc5a5,Chest Sorter (Assessment),0,4,0.0,0
1e5ddf9c2c0f0b3d,05239f3f,Chest Sorter (Assessment),1,4,0.2,1
2ad00d3db8b5363d,05239f3f,Cart Balancer (Assessment),1,0,1.0,3
4078ec5e19075a15,05239f3f,Cart Balancer (Assessment),1,0,1.0,3
43c1fa08f30ad413,05239f3f,Chest Sorter (Assessment),1,0,1.0,3
aa029ddae579218d,05239f3f,Cart Balancer (Assessment),1,0,1.0,3
4a8421cb0895601b,05309abe,Chest Sorter (Assessment),1,0,1.0,3
7865d9233469b242,05309abe,Cart Balancer (Assessment),1,0,1.0,3
45f147aad6c43063,053e6353,Cart Balancer (Assessment),1,0,1.0,3
aa9943171949ff6c,053e6353,Cart Balancer (Assessment),1,0,1.0,3
4a8501d04b1f4cff,0583693e,Chest Sorter (Assessment),0,3,0.0,0
58ae65a86a6bd110,0583693e,Cart Balancer (Assessment),1,0,1.0,3
6016f74b909c889a,0583693e,Cart Balancer (Assessment),1,2,0.3333333333333333,1
684a41dffdb095a5,0583693e,Chest Sorter (Assessment),0,3,0.0,0
8b0a4c08e9e9e098,0583693e,Cart Balancer (Assessment),1,1,0.5,2
8c475e79e9d6f7a6,0583693e,Cart Balancer (Assessment),1,0,1.0,3
90ee22fc90ea6eaa,0583693e,Cart Balancer (Assessment),1,0,1.0,3
ac0fd5aa2817815e,0583693e,Cart Balancer (Assessment),1,0,1.0,3
971547aea77f36c1,05a3ae61,Chest Sorter (Assessment),0,3,0.0,0
1c09b95efca4cefd,05aaa5c9,Cart Balancer (Assessment),1,0,1.0,3
348eda22c6b4f2a9,05aaa5c9,Cart Balancer (Assessment),1,0,1.0,3
5fbd607a51593459,05aaa5c9,Cart Balancer (Assessment),1,0,1.0,3
b9a0c208683bac6a,05aaa5c9,Cart Balancer (Assessment),1,0,1.0,3
a96e6b7fc1f01674,05bc97c3,Cart Balancer (Assessment),1,0,1.0,3
e91ec62e67b5c327,05bc97c3,Chest Sorter (Assessment),1,1,0.5,2
4d1b8256aca198fd,0607efb8,Chest Sorter (Assessment),1,0,1.0,3
afbc2d56e7691599,0607efb8,Cart Balancer (Assessment),1,0,1.0,3
5a3e8d5347d53856,0633cad0,Chest Sorter (Assessment),0,7,0.0,0
786111c9824330d7,0633cad0,Cart Balancer (Assessment),1,0,1.0,3
32fa69655c153050,063405ff,Cart Balancer (Assessment),1,2,0.3333333333333333,1
b9529e225e88b233,06362232,Cart Balancer (Assessment),1,0,1.0,3
13e8037ad411d2e3,063e3e02,Chest Sorter (Assessment),1,0,1.0,3
35576fde354ab0e2,063e3e02,Chest Sorter (Assessment),1,0,1.0,3
35fe584763242109,063e3e02,Chest Sorter (Assessment),1,1,0.5,2
3a62f9a638921a62,063e3e02,Chest Sorter (Assessment),1,3,0.25,1
4c4f9d7ed6b7cc7c,063e3e02,Chest Sorter (Assessment),1,0,1.0,3
5af7a703f32fc12f,063e3e02,Chest Sorter (Assessment),0,2,0.0,0
5c2edf38a1f8091f,063e3e02,Chest Sorter (Assessment),1,7,0.125,1
614b3f60629d83aa,063e3e02,Cart Balancer (Assessment),0,9,0.0,0
747279ca1728f50c,063e3e02,Chest Sorter (Assessment),0,5,0.0,0
76c45e045fe3ba63,063e3e02,Chest Sorter (Assessment),1,15,0.0625,1
872c391507c91de1,063e3e02,Chest Sorter (Assessment),1,0,1.0,3
8eb48dd9be872c6a,063e3e02,Chest Sorter (Assessment),1,0,1.0,3
a4931df8c848bc3f,063e3e02,Chest Sorter (Assessment),1,2,0.3333333333333333,1
aacc8a9d6475c742,063e3e02,Chest Sorter (Assessment),1,4,0.2,1
bfda913efbb051c9,063e3e02,Chest Sorter (Assessment),1,6,0.14285714285714285,1
c1baefab3c7ecc31,063e3e02,Cart Balancer (Assessment),1,0,1.0,3
d106fb47269e675d,063e3e02,Cart Balancer (Assessment),1,0,1.0,3
e23dbcdfeb42a0f6,063e3e02,Cart Balancer (Assessment),1,6,0.14285714285714285,1
ee9cc80859807caf,063e3e02,Chest Sorter (Assessment),1,0,1.0,3
f2103e0545e44b46,063e3e02,Chest Sorter (Assessment),1,1,0.5,2
ff81dd72b8c60be8,063e3e02,Chest Sorter (Assessment),0,5,0.0,0
965d4469301ace13,064c24c0,Cart Balancer (Assessment),0,7,0.0,0
bdea5c9d22d8406d,06906111,Cart Balancer (Assessment),1,0,1.0,3
6e99147dce40e859,06d28015,Cart Balancer (Assessment),1,0,1.0,3
7bcafbee47eaa354,06d28015,Chest Sorter (Assessment),0,3,0.0,0
01480c97c44a9a45,072a25ac,Chest Sorter (Assessment),0,4,0.0,0
1c59a60ac0e7a2ee,072a25ac,Cart Balancer (Assessment),1,0,1.0,3
20225281b75b6c2c,072a25ac,Cart Balancer (Assessment),1,0,1.0,3
39c0c901aae07ded,072a25ac,Chest Sorter (Assessment),1,0,1.0,3
69460ebc98eda64f,072a25ac,Chest Sorter (Assessment),0,1,0.0,0
73ae46d59f750312,072a25ac,Cart Balancer (Assessment),0,3,0.0,0
8a449f27edcf75b1,072a25ac,Cart Balancer (Assessment),1,0,1.0,3
924140fed4d500d4,072a25ac,Cart Balancer (Assessment),0,1,0.0,0
92923e939d1326a1,072a25ac,Cart Balancer (Assessment),0,4,0.0,0
aede76cef874ebf1,072a25ac,Chest Sorter (Assessment),1,0,1.0,3
b03fe9027948f029,072a25ac,Chest Sorter (Assessment),1,0,1.0,3
c38c52593c049cf3,072a25ac,Chest Sorter (Assessment),1,0,1.0,3
c858f2d8490377cb,072a25ac,Cart Balancer (Assessment),0,1,0.0,0
d98a063aef7c8f51,072a25ac,Chest Sorter (Assessment),1,0,1.0,3
ee15075999d2b23a,072a25ac,Chest Sorter (Assessment),0,2,0.0,0
f00c2c20d6ae68f8,072a25ac,Chest Sorter (Assessment),0,1,0.0,0
f7d374e423a3146d,072a25ac,Cart Balancer (Assessment),1,1,0.5,2
1d5320c5035a145b,075cbae2,Cart Balancer (Assessment),1,2,0.3333333333333333,1
84ae5b737c9ab312,075cbae2,Chest Sorter (Assessment),0,13,0.0,0
160890494575bc36,077b3c9c,Chest Sorter (Assessment),0,1,0.0,0
648ae2107a1ec3b8,077b3c9c,Cart Balancer (Assessment),0,5,0.0,0
c98f55d0fe628e63,077b3c9c,Cart Balancer (Assessment),1,0,1.0,3
38307745463eac55,07861450,Cart Balancer (Assessment),1,0,1.0,3
da47247b661386a6,07861450,Chest Sorter (Assessment),1,6,0.14285714285714285,1
cecb88e9170d6fc3,07921f07,Chest Sorter (Assessment),0,1,0.0,0
34b1b8c674ad93e8,07be824e,Chest Sorter (Assessment),1,0,1.0,3
6a7eb2f464086d90,07be824e,Cart Balancer (Assessment),1,0,1.0,3
1c5ff4f9d45bddd1,07c25408,Chest Sorter (Assessment),0,5,0.0,0
797fe11f81d16c63,07efaff2,Cart Balancer (Assessment),0,1,0.0,0
f1846e34dc9e04a4,07efaff2,Cart Balancer (Assessment),0,1,0.0,0
0044e1620fd0491d,080f9689,Chest Sorter (Assessment),0,10,0.0,0
1b780997b12b36f3,080f9689,Chest Sorter (Assessment),0,1,0.0,0
1db44f89704449eb,080f9689,Cart Balancer (Assessment),0,4,0.0,0
bdee2f8d39236c69,080f9689,Chest Sorter (Assessment),0,6,0.0,0
23845a7b7b087a55,0864d9a2,Cart Balancer (Assessment),1,1,0.5,2
7c31a655a3f4411b,0864d9a2,Chest Sorter (Assessment),1,0,1.0,3
13d5be7b08696f5a,08987c08,Cart Balancer (Assessment),0,3,0.0,0
1eb3bf2dfec5c1c4,08987c08,Cart Balancer (Assessment),0,7,0.0,0
1fed75408e7c7a3a,08987c08,Chest Sorter (Assessment),0,1,0.0,0
2249585211d90d19,08987c08,Chest Sorter (Assessment),0,1,0.0,0
26d6b1a0ae66697f,08987c08,Cart Balancer (Assessment),0,1,0.0,0
2940116ba8ae5f9a,08987c08,Cart Balancer (Assessment),0,4,0.0,0
2cc656619420ed71,08987c08,Chest Sorter (Assessment),0,1,0.0,0
2de3942ff0b9fac3,08987c08,Chest Sorter (Assessment),0,3,0.0,0
2df77a971b8701d1,08987c08,Chest Sorter (Assessment),0,4,0.0,0
371cbfef609c03ee,08987c08,Chest Sorter (Assessment),0,2,0.0,0
3886461701910bcd,08987c08,Cart Balancer (Assessment),0,4,0.0,0
4971c69519db7d0c,08987c08,Cart Balancer (Assessment),0,2,0.0,0
4e6a4a6be340ab69,08987c08,Chest Sorter (Assessment),0,4,0.0,0
503a6c3eaefed408,08987c08,Chest Sorter (Assessment),0,5,0.0,0
52401b93a00a7024,08987c08,Chest Sorter (Assessment),0,3,0.0,0
5e125c49057f14cc,08987c08,Chest Sorter (Assessment),0,2,0.0,0
606ffb72d4b3da7a,08987c08,Cart Balancer (Assessment),0,4,0.0,0
619415a6d9f137eb,08987c08,Cart Balancer (Assessment),0,2,0.0,0
6a58b39e78c35c3b,08987c08,Cart Balancer (Assessment),0,3,0.0,0
7597684e8a8b2ce4,08987c08,Chest Sorter (Assessment),0,3,0.0,0
7a6d8fc4de5d814f,08987c08,Chest Sorter (Assessment),0,4,0.0,0
820e7d34c03d53cb,08987c08,Cart Balancer (Assessment),0,1,0.0,0
868fc711fae3b05b,08987c08,Chest Sorter (Assessment),0,1,0.0,0
8750bc6a50e3273b,08987c08,Cart Balancer (Assessment),0,1,0.0,0
8a254bee25223557,08987c08,Chest Sorter (Assessment),0,4,0.0,0
8b615847d266f94b,08987c08,Chest Sorter (Assessment),0,1,0.0,0
94ccfcc2387f890a,08987c08,Chest Sorter (Assessment),0,1,0.0,0
a7bfa622f6c0d61b,08987c08,Chest Sorter (Assessment),0,1,0.0,0
a8991bbc398c5fd4,08987c08,Cart Balancer (Assessment),0,3,0.0,0
ae70b71393179d4e,08987c08,Chest Sorter (Assessment),0,2,0.0,0
b2511d6dbfb60ab6,08987c08,Chest Sorter (Assessment),0,1,0.0,0
b845a1e3858efc28,08987c08,Cart Balancer (Assessment),0,7,0.0,0
b91efa292b1ba190,08987c08,Chest Sorter (Assessment),0,2,0.0,0
c4a9cf396253ec4a,08987c08,Chest Sorter (Assessment),0,1,0.0,0
c685f380dceac4a2,08987c08,Cart Balancer (Assessment),0,4,0.0,0
d41ea307f119b35e,08987c08,Chest Sorter (Assessment),0,4,0.0,0
d4cc93a41a0f7ec8,08987c08,Chest Sorter (Assessment),0,2,0.0,0
d9a7b4db12de4621,08987c08,Chest Sorter (Assessment),0,2,0.0,0
e2b8646493155de2,08987c08,Chest Sorter (Assessment),0,1,0.0,0
e2f04b9531d6a5b3,08987c08,Cart Balancer (Assessment),0,2,0.0,0
ea44313f4d1c79d7,08987c08,Cart Balancer (Assessment),0,3,0.0,0
ead379d743f53105,08987c08,Cart Balancer (Assessment),0,4,0.0,0
eadd9d0e593e269b,08987c08,Chest Sorter (Assessment),0,1,0.0,0
f32d7e7f77862955,08987c08,Chest Sorter (Assessment),0,1,0.0,0
f3bddd21d4241e4b,08987c08,Cart Balancer (Assessment),0,2,0.0,0
f7ae0237798f52a6,08987c08,Cart Balancer (Assessment),0,2,0.0,0
f7dfa3c84ccec18f,08987c08,Cart Balancer (Assessment),0,2,0.0,0
f98db6ef4b9a1f29,08987c08,Chest Sorter (Assessment),0,1,0.0,0
425c64fc8747dbc0,08a6814c,Cart Balancer (Assessment),1,0,1.0,3
0a113a3d07591ef7,08d50b54,Chest Sorter (Assessment),1,2,0.3333333333333333,1
2e1294ae187fbe95,08d50b54,Cart Balancer (Assessment),1,0,1.0,3
4567fa48543bdac7,08d50b54,Cart Balancer (Assessment),1,0,1.0,3
71c99544bbbe2604,08d50b54,Chest Sorter (Assessment),1,0,1.0,3
78bc71fc23ce6cce,08d50b54,Cart Balancer (Assessment),1,0,1.0,3
810bbd61679954a4,08d50b54,Cart Balancer (Assessment),1,0,1.0,3
a11c4ed3e4f11d56,08d50b54,Cart Balancer (Assessment),1,0,1.0,3
cbf48a7c629af623,08d50b54,Chest Sorter (Assessment),1,0,1.0,3
08dd7397cda34e10,08df1cd0,Cart Balancer (Assessment),1,0,1.0,3
3cc62141ee049b2d,08df9f9c,Cart Balancer (Assessment),1,0,1.0,3
57784efa63682312,08df9f9c,Chest Sorter (Assessment),0,5,0.0,0
756de01773e3933d,08df9f9c,Cart Balancer (Assessment),1,0,1.0,3
ec39d604013332f8,08df9f9c,Cart Balancer (Assessment),1,0,1.0,3
4b51f8447316a6c5,08e5c4e6,Chest Sorter (Assessment),1,15,0.0625,1
f5646e3805aa96cd,08e5c4e6,Cart Balancer (Assessment),1,0,1.0,3
3893b3eb3a464299,08eee52e,Cart Balancer (Assessment),1,0,1.0,3
68abfc78f2f727cb,08eee52e,Chest Sorter (Assessment),0,5,0.0,0
