game_session,installation_id,title,num_correct,num_incorrect,accuracy,accuracy_group
2c60bbb755f3f312,02c975bc,Bird Measurer (Assessment),1,1,0.5,2
46b2ef85e2fdf08b,02c975bc,Bird Measurer (Assessment),1,0,1.0,3
51f59746e00c99e1,02c975bc,Bird Measurer (Assessment),1,0,1.0,3
72b6b290b7f9a3e4,02c975bc,Bird Measurer (Assessment),0,1,0.0,0
d6c69adfbba0cdb6,02c975bc,Mushroom Sorter (Assessment),1,0,1.0,3
0c613eecfb59ff0d,02cdd48e,Bird Measurer (Assessment),1,0,1.0,3
669b5a6dd9b10487,02cdd48e,Mushroom Sorter (Assessment),1,0,1.0,3
0522c00245be6a65,02cdfffd,Bird Measurer (Assessment),0,6,0.0,0
55dcf25ff1ecdd34,02cdfffd,Bird Measurer (Assessment),0,2,0.0,0
625e3e6cd264851d,02cdfffd,Bird Measurer (Assessment),1,1,0.5,2
6f6d8aab29d71c65,02cdfffd,Mushroom Sorter (Assessment),0,1,0.0,0
d41c78ce4cc7cc1c,02cdfffd,Mushroom Sorter (Assessment),1,1,0.5,2
e324624ddea0b98f,02cdfffd,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
d6983eda6c6494c9,031af3b8,Bird Measurer (Assessment),0,1,0.0,0
08d2d0a800234b7c,0328fc8f,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
524720897d6c1efd,0328fc8f,Mushroom Sorter (Assessment),1,3,0.25,1
69f37471a7d54ed2,0328fc8f,Mushroom Sorter (Assessment),0,1,0.0,0
e716326fc72ffac7,0328fc8f,Bird Measurer (Assessment),1,2,0.3333333333333333,1
06362e54083ddb3a,03401e19,Mushroom Sorter (Assessment),1,0,1.0,3
1ff106e70b1a3b4a,03401e19,Mushroom Sorter (Assessment),1,0,1.0,3
26240f9aa2624c63,03401e19,Bird Measurer (Assessment),1,0,1.0,3
33762a13e3efa077,03401e19,Bird Measurer (Assessment),1,2,0.3333333333333333,1
504e95f3e4747c74,03401e19,Bird Measurer (Assessment),1,2,0.3333333333333333,1
d6fffefbe6a6925b,03401e19,Mushroom Sorter (Assessment),1,0,1.0,3
f7a7867c41163d2b,03401e19,Mushroom Sorter (Assessment),1,0,1.0,3
c07c728127f0e4b7,03957682,Bird Measurer (Assessment),1,1,0.5,2
c2c75a8d3e3aafcc,03957682,Mushroom Sorter (Assessment),0,3,0.0,0
d3efd31a1114f403,03957682,Mushroom Sorter (Assessment),1,0,1.0,3
e447d25e9c8509a3,03a5b006,Mushroom Sorter (Assessment),1,0,1.0,3
14084d2ac3dc9060,03b74be5,Mushroom Sorter (Assessment),0,1,0.0,0
366de5ec857b36b9,03b74be5,Mushroom Sorter (Assessment),1,0,1.0,3
7954f5121f48c541,03b74be5,Mushroom Sorter (Assessment),1,0,1.0,3
c793ee602e3f81ea,03b74be5,Mushroom Sorter (Assessment),1,1,0.5,2
957fabfa436afcde,03cd458d,Mushroom Sorter (Assessment),1,0,1.0,3
044b426a0caeba07,03d15b59,Mushroom Sorter (Assessment),1,0,1.0,3
3e44d75f72f40d82,03d15b59,Bird Measurer (Assessment),1,0,1.0,3
df7c5609c867a0fb,03d15b59,Mushroom Sorter (Assessment),1,0,1.0,3
06e6406812214f15,040dbdbe,Mushroom Sorter (Assessment),1,0,1.0,3
513cd95615193cb2,040dbdbe,Bird Measurer (Assessment),1,1,0.5,2
e8b5dbb8b6cba262,0429e1ff,Mushroom Sorter (Assessment),0,2,0.0,0
1ae7e69a520f8f6d,043e7f32,Mushroom Sorter (Assessment),1,0,1.0,3
b115e7f5695bf462,043e7f32,Mushroom Sorter (Assessment),1,0,1.0,3
c6a9a8397f6cdc2f,043e7f32,Bird Measurer (Assessment),1,2,0.3333333333333333,1
c6ecbcf0346c32fa,043e7f32,Bird Measurer (Assessment),1,1,0.5,2
f00fb079e8f115f4,043e7f32,Mushroom Sorter (Assessment),1,0,1.0,3
49ceac1312fa15fa,04616599,Mushroom Sorter (Assessment),1,0,1.0,3
5788464326532393,04616599,Mushroom Sorter (Assessment),1,0,1.0,3
5d6c64833a19911d,04616599,Bird Measurer (Assessment),1,3,0.25,1
6fba0204b171ebb3,04616599,Mushroom Sorter (Assessment),1,0,1.0,3
a9153b6a5104aa8b,04616599,Bird Measurer (Assessment),0,8,0.0,0
074ae7bf09877d87,046234c2,Mushroom Sorter (Assessment),0,4,0.0,0
22280bae8e6c574e,0478b042,Mushroom Sorter (Assessment),1,0,1.0,3
3bbeff1a10e8e7da,0478b042,Bird Measurer (Assessment),1,3,0.25,1
617165657d438e42,0478b042,Mushroom Sorter (Assessment),1,0,1.0,3
838cbfcf26e68c48,0478b042,Mushroom Sorter (Assessment),1,0,1.0,3
efa20f849098c783,0478b042,Bird Measurer (Assessment),1,2,0.3333333333333333,1
4f10402266c0abb8,04963bef,Bird Measurer (Assessment),1,1,0.5,2
bd4e55ab97356795,04963bef,Bird Measurer (Assessment),1,1,0.5,2
7b5c483acadd992f,04a57775,Bird Measurer (Assessment),1,0,1.0,3
3b74cb6dc0537adf,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
4d5ce1b6e8574777,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
544ded779e037436,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
7ec0584563326c65,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
813b466aaf9fc133,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
8beaf46b4faa7ed0,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
93e1a2d35eaec84c,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
a141888158ded876,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
a65fd781f89a5dab,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
a92bb7e1482140e1,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
bd30c87c94189007,04a5927d,Bird Measurer (Assessment),0,1,0.0,0
c4663f66d4f15907,04a5927d,Bird Measurer (Assessment),0,1,0.0,0
cabb28550082fe9e,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
da2e0e3baae46afc,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
dda01ed42967d8f6,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
f730edf63225ed3a,04a5927d,Mushroom Sorter (Assessment),1,0,1.0,3
0af87c6ef117e225,04c612fd,Bird Measurer (Assessment),1,1,0.5,2
1bddd44c3b993db2,04c612fd,Mushroom Sorter (Assessment),1,1,0.5,2
74478e365339e42d,04c612fd,Bird Measurer (Assessment),1,3,0.25,1
9b06791d138fba20,04c612fd,Mushroom Sorter (Assessment),1,3,0.25,1
9c756dc031e80e68,04c612fd,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
e1e34608fec74219,04c612fd,Bird Measurer (Assessment),1,5,0.16666666666666666,1
42dec073b3450133,04d77ef2,Bird Measurer (Assessment),0,1,0.0,0
8ec24f612968ce0e,04d77ef2,Mushroom Sorter (Assessment),1,0,1.0,3
c5c5442c94e5caec,04de2aae,Bird Measurer (Assessment),1,2,0.3333333333333333,1
1e7bd24bc11e4d02,05047409,Bird Measurer (Assessment),1,2,0.3333333333333333,1
6fabee3bff96bae4,05047409,Mushroom Sorter (Assessment),1,0,1.0,3
b35036e13b12ba76,05047409,Mushroom Sorter (Assessment),1,0,1.0,3
d1b93cc3269aa4fe,05047409,Mushroom Sorter (Assessment),1,5,0.16666666666666666,1
101bfbf14ee17a5b,05118f81,Bird Measurer (Assessment),1,2,0.3333333333333333,1
17f56ec2b0a101d1,05118f81,Mushroom Sorter (Assessment),1,0,1.0,3
454190ab0d171524,05118f81,Mushroom Sorter (Assessment),0,1,0.0,0
ce6018a33487dabf,05118f81,Bird Measurer (Assessment),1,1,0.5,2
ecd218508f6332f0,05118f81,Bird Measurer (Assessment),1,2,0.3333333333333333,1
4b70da7a047d703a,051794c4,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
922ebbc7034b5c17,051794c4,Bird Measurer (Assessment),0,14,0.0,0
22c3a61c2e7db65b,05309abe,Bird Measurer (Assessment),1,1,0.5,2
994fe16a8517545f,05309abe,Mushroom Sorter (Assessment),1,0,1.0,3
cbe0f0761a28efde,05309abe,Bird Measurer (Assessment),0,3,0.0,0
00a50b6ccf9a0e2f,0583693e,Mushroom Sorter (Assessment),0,2,0.0,0
91f9c881c8e73ea3,0583693e,Mushroom Sorter (Assessment),0,4,0.0,0
d23698bfe03d94e7,0583693e,Bird Measurer (Assessment),1,1,0.5,2
e075942b992c3cd2,0583693e,Mushroom Sorter (Assessment),1,0,1.0,3
3dbe570efba0350b,05a3ae61,Mushroom Sorter (Assessment),1,1,0.5,2
44b1c5e53d16892e,05a3ae61,Mushroom Sorter (Assessment),1,0,1.0,3
7e41a1a57cf22a72,05bc97c3,Bird Measurer (Assessment),1,2,0.3333333333333333,1
ea709e02a6a0a3c9,05bc97c3,Mushroom Sorter (Assessment),1,0,1.0,3
2987c62557f60764,0607efb8,Bird Measurer (Assessment),1,1,0.5,2
4f57c826f2e850a9,0607efb8,Mushroom Sorter (Assessment),1,1,0.5,2
de9087f8cd43ff84,0607efb8,Mushroom Sorter (Assessment),1,0,1.0,3
3c8239dfdd61b28c,0633cad0,Bird Measurer (Assessment),1,1,0.5,2
4c6c16ea33cfaad8,0633cad0,Bird Measurer (Assessment),1,3,0.25,1
52811a01b789681c,0633cad0,Mushroom Sorter (Assessment),1,0,1.0,3
967fb419f4faa64f,0633cad0,Mushroom Sorter (Assessment),1,0,1.0,3
3e71605d5c24f061,063e3e02,Mushroom Sorter (Assessment),0,1,0.0,0
5a3953341c34d3bc,063e3e02,Bird Measurer (Assessment),0,8,0.0,0
8de0cd47445541eb,063e3e02,Bird Measurer (Assessment),0,19,0.0,0
92c55b8ab3c121ae,063e3e02,Bird Measurer (Assessment),0,2,0.0,0
94a54701f1e7bd2b,063e3e02,Bird Measurer (Assessment),1,0,1.0,3
9c908434a353ebf4,063e3e02,Mushroom Sorter (Assessment),0,1,0.0,0
aa164f5e50e12243,063e3e02,Mushroom Sorter (Assessment),1,1,0.5,2
b3745501b787a204,063e3e02,Mushroom Sorter (Assessment),0,2,0.0,0
dc46a093b5471972,063e3e02,Bird Measurer (Assessment),0,2,0.0,0
dd5853e4268ed524,063e3e02,Mushroom Sorter (Assessment),1,3,0.25,1
f28057d31be47cbe,063e3e02,Bird Measurer (Assessment),0,5,0.0,0
9e1883a253fc34e0,06435d15,Mushroom Sorter (Assessment),1,0,1.0,3
b2ed88532caabfcf,06435d15,Bird Measurer (Assessment),1,3,0.25,1
d57d3f0fcad10c28,064c24c0,Mushroom Sorter (Assessment),1,0,1.0,3
22f7ff8f2b8b1a26,06a6dea0,Bird Measurer (Assessment),0,2,0.0,0
59fb90af63b90d11,06a6dea0,Mushroom Sorter (Assessment),1,1,0.5,2
b28837f6e5729644,06a6dea0,Mushroom Sorter (Assessment),1,0,1.0,3
54e3b5b9cc2d31ca,06f12094,Bird Measurer (Assessment),1,0,1.0,3
f9431c15a629829e,06f12094,Mushroom Sorter (Assessment),1,0,1.0,3
02a4b691a5e56e90,072a25ac,Mushroom Sorter (Assessment),1,0,1.0,3
1bebadc7400e93bc,072a25ac,Bird Measurer (Assessment),0,11,0.0,0
4fe84d9faaa22884,072a25ac,Bird Measurer (Assessment),1,0,1.0,3
dff6835d28006794,072a25ac,Bird Measurer (Assessment),0,7,0.0,0
d4b7983c65ed4758,074b4825,Mushroom Sorter (Assessment),1,0,1.0,3
6e2deadad25dac0e,075cbae2,Bird Measurer (Assessment),1,3,0.25,1
a56553295da11515,075cbae2,Bird Measurer (Assessment),1,4,0.2,1
c8b12965c4154ca0,075cbae2,Bird Measurer (Assessment),1,7,0.125,1
a0b870b9ef39f092,077173b2,Mushroom Sorter (Assessment),1,0,1.0,3
e712dae9d9cc0306,077173b2,Bird Measurer (Assessment),1,1,0.5,2
09947c35f927864b,07731248,Mushroom Sorter (Assessment),1,0,1.0,3
3fdbbf671e243b98,07861450,Mushroom Sorter (Assessment),1,0,1.0,3
50e9d44895da7107,07861450,Bird Measurer (Assessment),1,0,1.0,3
c0d898a17c4b0008,07861450,Bird Measurer (Assessment),1,0,1.0,3
db632f1e351143bb,07861450,Mushroom Sorter (Assessment),1,0,1.0,3
3560198408cd077c,07921f07,Bird Measurer (Assessment),1,1,0.5,2
3e2ed5b652d01b54,0793409e,Mushroom Sorter (Assessment),1,0,1.0,3
d8f05fdbcb5d37fe,0793409e,Bird Measurer (Assessment),1,1,0.5,2
ebd8c4ae8d72beca,07ae5a97,Mushroom Sorter (Assessment),1,0,1.0,3
29e6dcb9b213fcaf,07b3fc17,Bird Measurer (Assessment),0,1,0.0,0
ac9c2dd167754141,07b3fc17,Mushroom Sorter (Assessment),0,1,0.0,0
1cf507ff9811a807,07be824e,Bird Measurer (Assessment),1,0,1.0,3
2fd3d453224fb0d1,07be824e,Mushroom Sorter (Assessment),1,0,1.0,3
657b142b7c9198b9,08062502,Mushroom Sorter (Assessment),1,1,0.5,2
e72e5c8d22a01d1f,080f9689,Mushroom Sorter (Assessment),1,0,1.0,3
882bcf662548ce37,0864d9a2,Bird Measurer (Assessment),1,2,0.3333333333333333,1
da5e987650b84ad6,088caf6e,Mushroom Sorter (Assessment),1,0,1.0,3
ee6c3feaeae64699,088caf6e,Bird Measurer (Assessment),1,4,0.2,1
02a4526649adaf9c,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
0600500689b7f3c0,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
0b5ab36d06413fe0,08987c08,Bird Measurer (Assessment),0,1,0.0,0
1123fefe44fdf0c9,08987c08,Bird Measurer (Assessment),0,9,0.0,0
121e930f20eecab9,08987c08,Bird Measurer (Assessment),0,3,0.0,0
1670a270f4c6ce30,08987c08,Mushroom Sorter (Assessment),0,5,0.0,0
1823f4b47f38aaf0,08987c08,Mushroom Sorter (Assessment),0,5,0.0,0
18eecca053b49f6c,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
1a98b9491eadb868,08987c08,Mushroom Sorter (Assessment),0,3,0.0,0
1aeabdc10e450e4e,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
1af3838d1e4c02e9,08987c08,Bird Measurer (Assessment),0,2,0.0,0
1bac1717e660b8df,08987c08,Bird Measurer (Assessment),0,4,0.0,0
1f96aee5456f81d7,08987c08,Bird Measurer (Assessment),0,2,0.0,0
21282dd24cea763e,08987c08,Bird Measurer (Assessment),0,5,0.0,0
2731087cebf05d26,08987c08,Bird Measurer (Assessment),0,1,0.0,0
30cd8fd0496e221d,08987c08,Mushroom Sorter (Assessment),0,2,0.0,0
328cc85bc4bafc60,08987c08,Bird Measurer (Assessment),0,2,0.0,0
41021304981442f8,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
441470cfd69cfa95,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
44d53f3099b88607,08987c08,Bird Measurer (Assessment),0,1,0.0,0
4a788a81129f73c1,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
4c29fa1042250450,08987c08,Bird Measurer (Assessment),0,3,0.0,0
4e4c3e259f1a4f6b,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
506d15b9bad83ae5,08987c08,Bird Measurer (Assessment),0,7,0.0,0
5723589c98865e5c,08987c08,Mushroom Sorter (Assessment),0,2,0.0,0
59e1383bba74d5df,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
5e6017de4ff65a70,08987c08,Mushroom Sorter (Assessment),0,7,0.0,0
6057799077b26695,08987c08,Bird Measurer (Assessment),0,4,0.0,0
608137bbe500c90c,08987c08,Mushroom Sorter (Assessment),0,2,0.0,0
61c2e3d5eb69258e,08987c08,Mushroom Sorter (Assessment),0,4,0.0,0
64b4523165f6eeb2,08987c08,Bird Measurer (Assessment),0,5,0.0,0
64feae3c69e17073,08987c08,Mushroom Sorter (Assessment),1,9,0.1,1
68f18c85e3d72975,08987c08,Bird Measurer (Assessment),0,1,0.0,0
6c04779f10a543a6,08987c08,Mushroom Sorter (Assessment),0,2,0.0,0
6f7696f1274135aa,08987c08,Bird Measurer (Assessment),0,1,0.0,0
7010038653b2f6e3,08987c08,Mushroom Sorter (Assessment),0,6,0.0,0
7c41c75cb2ba0d27,08987c08,Mushroom Sorter (Assessment),0,6,0.0,0
7f3e197dd7fa6798,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
8973262bcb6c8b48,08987c08,Mushroom Sorter (Assessment),0,4,0.0,0
8c8d5067b69f86c8,08987c08,Mushroom Sorter (Assessment),1,10,0.09090909090909093,1
8e33418b6268e2c8,08987c08,Mushroom Sorter (Assessment),0,4,0.0,0
9018dc09bdc6ad8f,08987c08,Mushroom Sorter (Assessment),0,2,0.0,0
9152ee289217a6bd,08987c08,Mushroom Sorter (Assessment),0,6,0.0,0
9480013377b1d5d9,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
95994da85e764e97,08987c08,Bird Measurer (Assessment),0,2,0.0,0
97fdb49959206675,08987c08,Mushroom Sorter (Assessment),0,7,0.0,0
9b112101fd8183a1,08987c08,Bird Measurer (Assessment),0,2,0.0,0
9fa0c7706b16195b,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
a34d85b815352748,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
a8d00b1094893852,08987c08,Bird Measurer (Assessment),0,15,0.0,0
a96f346fd0b31836,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
ada8e5b3ac92816c,08987c08,Bird Measurer (Assessment),0,1,0.0,0
afdad693029e1635,08987c08,Bird Measurer (Assessment),0,11,0.0,0
b32cc2d6eaa740d7,08987c08,Mushroom Sorter (Assessment),1,3,0.25,1
b3b9af999175814e,08987c08,Bird Measurer (Assessment),0,1,0.0,0
b5aaa5d664aac2e5,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
b75adcc2b21b760c,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
bc333412f56fa6ed,08987c08,Bird Measurer (Assessment),0,1,0.0,0
c0be3c4469bf79cb,08987c08,Bird Measurer (Assessment),0,2,0.0,0
c1001c415ca4dfbc,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
c31848576df271a0,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
c49d86cdf8f314fc,08987c08,Mushroom Sorter (Assessment),1,1,0.5,2
c7e05dab63f493ef,08987c08,Mushroom Sorter (Assessment),0,1,0.0,0
dfa3d245d869bd92,08987c08,Bird Measurer (Assessment),0,1,0.0,0
e160d226b2396022,08987c08,Mushroom Sorter (Assessment),1,4,0.2,1
e44b7df81985837a,08987c08,Mushroom Sorter (Assessment),0,5,0.0,0
ebe8549388c321da,08987c08,Bird Measurer (Assessment),0,1,0.0,0
eca7a8f3faecb57d,08987c08,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
ed9d1fcaad5f403b,08987c08,Bird Measurer (Assessment),0,4,0.0,0
ee513e5ede6839f5,08987c08,Mushroom Sorter (Assessment),0,2,0.0,0
f5fa84646466d872,08987c08,Bird Measurer (Assessment),0,2,0.0,0
f6e815cf74f874c7,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
fa5e87beab95f326,08987c08,Mushroom Sorter (Assessment),1,0,1.0,3
fa8dc10da551e098,08987c08,Mushroom Sorter (Assessment),0,6,0.0,0
b6499d29ed85450a,08a47256,Mushroom Sorter (Assessment),1,0,1.0,3
5f5093eb35f6e32e,08a6814c,Mushroom Sorter (Assessment),1,0,1.0,3
df1bdde3020318fe,08d50b54,Bird Measurer (Assessment),1,0,1.0,3
e2074fe962714052,08d50b54,Mushroom Sorter (Assessment),1,0,1.0,3
2d44829d27b9ddea,08e5c4e6,Mushroom Sorter (Assessment),1,0,1.0,3
c1c290b861bc1ba9,08eee52e,Mushroom Sorter (Assessment),1,0,1.0,3
00b0fd253b62a00a,09296168,Bird Measurer (Assessment),1,5,0.16666666666666666,1
09dc0433e9914627,09296168,Bird Measurer (Assessment),1,15,0.0625,1
164c7471134d1c64,09296168,Bird Measurer (Assessment),1,3,0.25,1
1d48e5c948da6a83,09296168,Mushroom Sorter (Assessment),1,0,1.0,3
2010df2cd5f34f76,09296168,Mushroom Sorter (Assessment),1,0,1.0,3
3520f8eb2c2cd2a1,09296168,Mushroom Sorter (Assessment),1,0,1.0,3
363e7ace880f7cd5,09296168,Mushroom Sorter (Assessment),1,0,1.0,3
45645be6fa2a8962,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
52a07f58dcbfdc1d,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
556c9df6000f8430,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
635e992215e14c2c,09296168,Bird Measurer (Assessment),0,4,0.0,0
b8dbe69a30ee695d,09296168,Bird Measurer (Assessment),1,4,0.2,1
c0791ba9e31b44c1,09296168,Mushroom Sorter (Assessment),1,1,0.5,2
cc985300931cd1ac,09296168,Bird Measurer (Assessment),1,4,0.2,1
d12d68d8bf176f5b,09296168,Bird Measurer (Assessment),1,0,1.0,3
f1d4492b15f1c831,09296168,Bird Measurer (Assessment),1,0,1.0,3
fe3dfe7e9617e73e,09296168,Mushroom Sorter (Assessment),1,3,0.25,1
81199400a4c34052,0938a8eb,Mushroom Sorter (Assessment),1,2,0.3333333333333333,1
afb6122a837620c3,09bbf58e,Mushroom Sorter (Assessment),1,1,0.5,2
4e28f7b8f0fee87c,09d4b5a0,Mushroom Sorter (Assessment),1,1,0.5,2
6af189c319d32496,09d4b5a0,Bird Measurer (Assessment),0,3,0.0,0
73ec9318e0896f6e,0a00abf7,Mushroom Sorter (Assessment),1,0,1.0,3
