installation_id,Balancing Act,Chicken Balancer (Activity),Chow Time,Crystal Caves - Level 1,Crystal Caves - Level 2,Crystal Caves - Level 3,Egg Dropper (Activity),Happy Camel,"Heavy, Heavier, Heaviest",Honey Cake,Leaf Leader,Lifting Heavy Things,Pan Balance,Cart Balancer (Assessment)_t,num_correct,num_incorrect,accuracy,accuracy_group,Chest Sorter (Assessment)_t
050f6d04,1,1.05,2.7,1,1,0,0.0,3.0,0,0,0.0,1,0.0,1.05,1,1,0.5,2,0.0
05118f81,1,10.0,1.82,2,1,0,0.0,0.71,0,1,0.0,1,0.0,1.73,1,3,0.25,1,0.0
051794c4,1,0.0,0.725,1,1,0,0.0,1.65,0,1,0.0,3,0.0,0.36,1,1,0.5,2,0.0
05239f3f,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.09,1,0,1.0,3,0.0
05309abe,0,2.18,0.0,1,1,0,0.0,2.08,0,0,0.0,0,0.0,0.3,1,0,1.0,3,0.0
053e6353,0,0.0,0.0,0,2,0,0.0,0.0,0,0,0.0,1,0.0,0.54,1,0,1.0,3,0.0
0583693e,0,0.0,0.0,1,1,0,0.0,1.92,0,1,0.0,1,0.0,1.41,1,2,0.333,1,0.0
05aaa5c9,1,0.77,2.86,2,2,1,0.0,1.91,0,1,0.0,1,0.0,0.8,1,0,1.0,3,0.0
05bc97c3,1,0.6,1.22,1,1,0,0.0,1.35,0,1,0.0,2,0.0,0.38,1,0,1.0,3,0.0
0607efb8,1,1.78,0.0,1,1,0,0.0,3.4,0,0,0.0,0,0.0,1.48,1,0,1.0,3,0.0
0633cad0,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.25,1,0,1.0,3,0.0
063405ff,0,0.0,0.0,0,0,0,0.0,2.32,0,0,0.0,0,0.0,0.88,1,2,0.333,1,0.0
06362232,1,4.21,5.25,1,1,0,0.0,1.22,0,0,0.0,0,0.0,0.27,1,0,1.0,3,0.0
064c24c0,1,4.39,2.06,1,1,0,0.0,3.25,0,2,0.0,3,0.0,1.54,0,7,0.0,0,0.0
06906111,1,0.73,1.82,1,1,0,0.0,1.62,0,1,0.0,1,0.0,0.52,1,0,1.0,3,0.0
06d28015,1,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.47,1,0,1.0,3,0.0
072a25ac,1,4.12,1.75,1,1,0,0.0,2.1,0,0,0.0,0,0.0,0.68,1,0,1.0,3,0.0
075cbae2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.87,1,2,0.333,1,0.0
077b3c9c,0,2.39,0.0,1,1,0,0.0,2.57,0,0,0.0,1,0.0,0.68,1,0,1.0,3,0.0
07861450,1,1.545,1.5,1,1,0,0.0,1.81,0,1,0.0,1,0.0,0.3,1,0,1.0,3,0.0
07be824e,0,0.32,1.51,1,1,0,0.0,1.26,0,0,0.0,0,0.0,0.49,1,0,1.0,3,0.0
07efaff2,0,0.0,0.0,2,2,1,0.0,0.0,0,0,0.0,0,0.0,0.4,0,1,0.0,0,0.0
080f9689,1,2.54,7.124,2,3,4,1.73,5.215,3,2,5.17,1,0.0,2.56,0,4,0.0,0,0.0
0864d9a2,0,0.0,0.0,0,1,0,0.0,1.82,0,1,0.0,1,0.0,0.82,1,1,0.5,2,0.0
08987c08,1,0.0,0.0,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0.14,0,1,0.0,0,0.0
08a6814c,0,0.0,1.04,1,1,0,0.0,0.61,0,0,0.0,1,0.0,0.29,1,0,1.0,3,0.0
08d50b54,0,0.0,1.38,1,1,0,0.0,0.91,0,0,0.0,0,0.0,0.54,1,0,1.0,3,0.0
08df1cd0,1,1.39,3.238,2,1,0,0.0,2.6,0,1,0.0,1,0.0,0.63,1,0,1.0,3,0.0
08df9f9c,2,0.0,2.02,1,1,0,0.0,0.0,0,1,0.0,0,0.0,0.28,1,0,1.0,3,0.0
08e5c4e6,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.59,1,0,1.0,3,0.0
08eee52e,1,0.0,0.0,1,1,0,0.0,2.24,0,1,0.0,0,0.0,0.39,1,0,1.0,3,0.0
091d51e8,0,0.0,1.38,1,1,0,0.0,1.68,0,0,0.0,0,0.0,0.24,1,0,1.0,3,0.0
09296168,0,0.14,1.1,2,1,0,0.0,0.0,0,0,0.0,0,0.0,0.32,1,0,1.0,3,0.0
09a22787,0,0.0,1.38,0,1,0,0.0,1.48,0,0,0.0,0,0.0,0.52,1,0,1.0,3,0.0
09d4b5a0,0,5.49,0.0,1,1,0,0.0,2.27,0,0,0.0,1,0.0,0.28,1,0,1.0,3,0.0
09ffa409,0,0.08,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.78,1,1,0.5,2,0.0
0a0957ca,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.81,1,1,0.5,2,0.0
0a2bea41,1,2.01,2.68,1,3,1,0.0,1.41,0,0,0.0,1,0.0,0.41,1,0,1.0,3,0.0
0a313708,0,2.26,0.0,1,1,0,0.0,1.59,0,0,0.0,0,0.0,0.56,1,1,0.5,2,0.0
0a90d04c,2,5.845,6.965,1,2,2,1.57,0.0,3,2,4.36,2,2.38,1.58,1,1,0.5,2,0.0
0ab39a3b,0,0.0,0.72,2,1,0,0.0,0.0,0,0,0.0,0,0.0,0.52,1,0,1.0,3,0.0
0b6d68e5,0,1.08,1.31,0,1,0,0.0,1.36,0,0,0.0,0,0.0,0.47,1,0,1.0,3,0.0
0b9df2fe,1,3.67,2.47,2,3,0,0.0,2.42,0,1,0.0,2,0.0,0.87,1,0,1.0,3,0.0
0bb876f0,1,0.0,2.49,1,1,0,0.0,2.82,0,2,0.0,1,0.0,0.29,1,0,1.0,3,0.0
0bf95a69,0,0.0,0.0,0,1,0,0.0,0.0,0,1,0.0,0,0.0,0.32,1,0,1.0,3,0.0
0cc1d512,0,1.04,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.29,1,0,1.0,3,0.0
0cc2a247,0,2.31,2.28,1,1,0,0.0,2.48,0,0,0.0,0,0.0,0.6,1,0,1.0,3,0.0
0cf2a23c,0,0.65,2.48,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.49,1,0,1.0,3,0.0
0d5a1a5e,0,3.22,3.6,1,1,0,0.0,2.03,0,0,0.0,0,0.0,0.26,1,0,1.0,3,0.0
0d7a9eb6,1,1.92,2.51,1,1,0,0.0,1.55,0,1,0.0,1,0.0,0.39,1,0,1.0,3,0.0
0d8cdec2,1,1.72,2.02,1,2,1,0.0,1.24,0,1,0.0,1,5.23,0.73,1,0,1.0,3,0.0
0d9d00d2,0,0.0,1.13,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0.32,1,0,1.0,3,0.0
0db9cfbb,1,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.61,1,0,1.0,3,0.0
0dcda606,0,0.0,1.99,1,1,0,0.0,2.28,0,0,0.0,0,0.0,0.39,1,0,1.0,3,0.0
0e31fa8d,0,0.0,0.0,0,2,0,0.0,4.812,0,0,0.0,0,0.0,4.85,1,0,1.0,3,0.0
0e6ce372,0,2.08,1.62,1,1,0,0.0,0.75,0,0,0.0,0,0.0,0.28,1,0,1.0,3,0.0
0e6fab41,4,0.11,0.0,0,1,0,0.0,1.63,0,2,0.0,1,0.0,0.49,1,0,1.0,3,0.0
0e70dddc,0,0.0,0.0,0,1,0,0.0,0.0,0,1,0.0,0,0.0,0.34,1,0,1.0,3,0.0
0ed88e7d,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,2,0.0,0.42,1,0,1.0,3,0.0
0ef62aad,0,0.0,3.07,2,2,9,1.69,0.0,3,0,0.0,0,6.48,0.49,1,0,1.0,3,0.0
0f0eb744,0,0.0,0.0,3,1,0,0.0,0.0,0,0,0.0,0,0.0,0.25,1,0,1.0,3,0.0
0f11e020,0,0.0,2.64,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0.79,1,0,1.0,3,0.0
0f2e23b4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.47,0,2,0.0,0,0.0
0f568eb8,0,0.0,2.68,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1.41,0,7,0.0,0,0.0
0f5b30fb,2,2.86,5.05,2,2,1,0.0,1.22,0,1,0.0,1,0.0,1.09,0,5,0.0,0,0.0
0fa2ac20,0,0.96,1.31,1,1,0,0.0,2.05,0,0,0.0,0,0.0,0.45,1,0,1.0,3,0.0
0fa3edde,2,0.71,2.885,1,0,0,0.0,0.0,0,0,0.0,3,0.0,0.45,1,0,1.0,3,0.0
0fa644f7,0,0.0,1.74,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.95,1,0,1.0,3,0.0
1014b8ac,2,0.0,2.04,1,1,0,0.0,2.58,0,2,0.0,1,0.0,0.96,1,0,1.0,3,0.0
10224630,2,0.0,0.0,1,1,0,0.0,1.84,0,0,0.0,2,0.0,1.75,1,2,0.333,1,0.0
10337552,0,1.4,0.33,2,5,4,0.0,0.73,0,0,0.0,0,0.0,0.63,0,3,0.0,0,0.0
10734096,0,0.0,1.11,1,1,0,0.0,0.71,0,0,0.0,0,0.0,0.39,0,1,0.0,0,0.0
107e6f09,0,0.0,1.86,1,1,0,0.0,0.0,0,0,0.0,1,0.0,0.35,1,0,1.0,3,0.0
1091d87b,1,1.68,1.66,0,1,0,0.0,2.44,0,1,0.0,1,0.0,0.26,1,0,1.0,3,0.0
109a4bce,1,0.0,1.86,0,1,0,1.34,0.0,0,0,0.0,0,2.43,0.43,1,0,1.0,3,0.0
10b95d3e,0,1.83,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.39,0,6,0.0,0,0.0
10f7bed2,0,0.0,1.88,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.33,1,0,1.0,3,0.0
11052b00,0,0.77,0.0,1,1,0,0.0,1.52,0,0,0.0,0,0.0,0.47,1,0,1.0,3,0.0
110da640,1,3.14,2.57,0,1,0,0.0,0.0,0,1,0.0,1,0.0,0.5,1,0,1.0,3,0.0
11353e10,1,0.0,0.0,1,1,0,0.0,0.0,0,1,0.0,0,0.0,0.38,1,0,1.0,3,0.0
114a661c,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.69,1,1,0.5,2,0.0
1150ce68,3,0.88,1.61,1,2,1,0.0,3.69,0,1,0.0,1,0.0,0.54,1,0,1.0,3,0.0
115c97cc,0,1.27,2.8,1,1,0,0.0,1.6,0,0,0.0,0,0.0,0.48,1,1,0.5,2,0.0
118afe5c,0,0.0,1.735,1,1,0,0.0,3.075,0,0,0.0,1,0.0,0.43,1,0,1.0,3,0.0
1192a921,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,1,0.0,2.13,1,2,0.333,1,0.0
11bbb62a,1,1.375,1.3,1,2,1,1.45,0.83,0,1,2.28,1,2.84,0.72,1,0,1.0,3,0.0
11bc89f6,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.88,1,1,0.5,2,0.0
11c1f6e6,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.6,1,0,1.0,3,0.0
11c7b926,0,0.0,0.0,0,1,0,0.0,2.11,0,0,0.0,1,0.0,0.52,1,0,1.0,3,0.0
12356ffe,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.62,0,2,0.0,0,0.0
123a40a1,0,0.01,1.99,4,8,6,0.13,0.0,0,0,0.0,0,0.0,0.67,1,0,1.0,3,0.0
124beffd,2,0.71,2.07,0,1,0,0.0,2.12,0,1,0.0,1,0.0,0.38,1,0,1.0,3,0.0
128cb8b9,0,0.0,0.65,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.36,1,0,1.0,3,0.0
129ae199,0,0.66,0.25,1,1,0,0.0,0.27,0,0,0.0,0,0.0,0.52,1,0,1.0,3,0.0
12a9e4fc,2,4.75,0.92,1,1,0,0.0,2.215,0,1,0.0,1,0.0,0.29,1,0,1.0,3,0.0
12b80194,1,1.58,0.0,1,1,0,0.0,3.27,0,1,0.0,1,0.0,0.71,1,0,1.0,3,0.0
1335d915,1,0.0,0.18,2,1,0,0.0,0.0,0,0,0.0,0,0.0,0.53,1,0,1.0,3,0.0
134597df,1,1.35,0.0,1,1,0,0.0,1.04,0,1,0.0,0,0.0,0.58,1,1,0.5,2,0.0
13655d9a,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.49,1,0,1.0,3,0.0
1390933c,0,0.6,1.465,3,3,2,0.1,0.0,0,0,0.0,0,0.0,0.32,0,1,0.0,0,0.0
139d4500,0,1.04,2.11,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.6,0,1,0.0,0,0.0
13c26706,1,4.83,1.323,2,1,0,0.0,0.0,0,0,0.0,0,1.78,0.96,1,0,1.0,3,0.0
13f554bb,0,0.0,6.255,0,2,1,0.0,0.0,0,0,0.0,0,0.0,0.5,1,0,1.0,3,0.0
14142f8f,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.47,1,0,1.0,3,0.0
143192eb,0,1.41,0.0,1,1,0,0.0,0.49,0,0,0.0,1,0.0,1.8,1,2,0.333,1,0.0
14735217,2,1.38,1.88,1,1,0,0.0,1.69,0,1,0.0,5,0.0,0.31,1,0,1.0,3,0.0
1487877c,0,0.0,1.16,1,1,0,0.0,1.82,0,1,0.0,0,0.0,2.02,0,5,0.0,0,0.0
14b2c464,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.84,1,0,1.0,3,0.0
14c0df75,1,2.17,2.67,0,1,0,0.0,2.2,0,1,0.0,1,0.0,0.29,1,0,1.0,3,0.0
14c523fa,0,1.42,1.32,1,2,1,0.0,0.0,0,0,0.0,0,0.0,0.21,1,0,1.0,3,0.0
14e3bbbe,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.3,1,0,1.0,3,0.0
14e608e2,0,0.0,2.455,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.09,0,3,0.0,0,0.0
14e76b17,0,1.12,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.41,1,0,1.0,3,0.0
14fffed5,0,0.0,3.027,2,2,1,1.67,2.62,0,0,0.0,2,0.63,1.07,0,1,0.0,0,0.0
153d137c,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.81,0,2,0.0,0,0.0
15546c59,0,1.91,1.76,2,1,0,0.0,1.73,0,0,0.0,0,0.0,0.26,1,0,1.0,3,0.0
15785cc9,1,3.03,1.72,1,1,0,0.0,2.47,0,1,0.0,0,0.0,1.01,1,1,0.5,2,0.0
159d25aa,1,0.0,1.025,0,1,1,0.0,0.0,0,0,1.46,2,0.0,1.9,1,0,1.0,3,0.0
1602ddbc,1,1.77,0.48,2,3,2,0.0,0.84,0,1,0.0,1,0.0,0.37,1,0,1.0,3,0.0
1659fa60,1,0.0,1.56,1,1,0,0.0,1.43,0,0,0.0,1,0.0,0.38,1,0,1.0,3,0.0
167e023b,0,0.0,1.3,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.31,1,0,1.0,3,0.0
1690f5a2,0,0.0,3.04,2,2,1,0.0,0.0,0,0,0.0,0,0.0,0.56,1,0,1.0,3,0.0
16a1c85a,0,0.97,1.54,4,2,1,0.0,0.0,0,0,0.0,0,0.0,0.42,1,0,1.0,3,0.0
16b9aae1,1,2.49,1.455,2,7,5,0.0,0.0,0,0,0.0,3,1.98,0.35,0,2,0.0,0,0.0
16d4f3e6,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.38,1,0,1.0,3,0.0
16e70ecd,0,1.34,0.7,2,1,0,0.0,1.32,0,0,0.0,0,0.0,0.6,1,0,1.0,3,0.0
16f08e23,0,0.0,1.59,1,1,0,0.0,1.83,0,0,0.0,0,0.0,0.45,1,0,1.0,3,0.0
1711805c,1,0.0,1.095,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.69,1,0,1.0,3,0.0
1752d7f9,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,4.37,1,0,1.0,3,0.0
177f44e8,1,1.01,1.33,5,6,3,0.0,0.31,1,3,0.0,1,0.0,0.65,1,1,0.5,2,0.0
179a11b2,1,1.76,5.55,1,1,0,0.0,1.4,0,1,0.0,1,0.0,0.39,1,0,1.0,3,0.0
17a784cb,1,1.58,1.43,1,1,0,0.0,1.83,0,1,0.0,1,0.0,0.53,1,0,1.0,3,0.0
17b3c2ba,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,1.11,1,0,1.0,3,0.0
17be17ac,0,0.0,0.0,1,2,0,0.0,0.0,0,0,0.0,0,0.0,0.85,1,0,1.0,3,0.0
17d6833a,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.61,0,1,0.0,0,0.0
17e0d33c,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.25,0,1,0.0,0,0.0
17f01389,0,0.0,4.8,1,1,0,0.0,5.44,0,0,0.0,0,0.0,0.43,1,0,1.0,3,0.0
183bed63,0,2.06,1.65,1,2,0,0.0,0.845,0,2,0.0,2,0.0,0.5,1,0,1.0,3,0.0
18459039,5,1.12,2.16,1,1,0,0.0,1.74,0,1,0.0,1,0.0,0.35,1,0,1.0,3,0.0
1865bd64,0,0.0,0.12,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.4,1,0,1.0,3,0.0
186e87c9,1,0.0,0.1,1,1,0,0.0,1.66,0,0,0.0,0,0.0,1.2,1,2,0.333,1,0.0
18706205,0,0.0,0.0,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.52,1,0,1.0,3,0.0
1873b0a0,1,3.52,1.97,1,0,0,0.0,0.0,0,0,0.0,0,0.0,0.31,1,0,1.0,3,0.0
18752175,5,0.0,1.77,1,1,0,0.0,2.3,0,1,0.0,4,4.55,0.26,1,0,1.0,3,0.0
19069efa,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,2.51,0,7,0.0,0,0.0
19219fcc,0,0.93,0.0,1,1,0,0.0,0.81,0,0,0.0,0,0.0,0.42,1,0,1.0,3,0.0
1968e1ac,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.85,1,0,1.0,3,0.0
19a49ad4,1,0.515,1.27,1,1,0,0.0,0.507,0,1,0.0,1,0.0,0.23,1,0,1.0,3,0.0
19bf1284,1,1.93,2.63,2,2,1,0.0,2.39,0,1,0.0,1,0.0,0.34,1,0,1.0,3,0.0
19d1cedf,0,0.5,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.3,0,1,0.0,0,0.0
19d4b097,1,1.83,0.95,1,1,0,0.0,1.69,0,1,0.0,1,0.0,0.59,1,0,1.0,3,0.0
19d7f303,0,2.23,1.16,1,1,0,0.0,0.0,0,1,0.0,1,0.0,0.19,1,0,1.0,3,0.0
19e0a1f7,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,4.18,0,2,0.0,0,0.0
19e806f2,3,1.75,1.01,0,1,0,0.0,0.0,0,0,0.0,0,0.0,0.87,0,4,0.0,0,0.0
19f7f9ed,0,0.0,1.44,2,1,0,0.0,0.0,0,0,0.0,0,0.0,1.89,1,4,0.2,1,0.0
1a072d1b,0,0.0,2.53,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.75,1,1,0.5,2,0.0
1a20ab68,0,0.0,0.97,1,2,0,0.0,0.0,0,0,0.0,0,0.0,0.29,1,0,1.0,3,0.0
1a5ec009,1,0.5,2.56,1,1,0,0.5,0.0,0,2,0.0,3,1.12,0.25,1,0,1.0,3,0.0
1a641f93,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,1.59,1,1,0.5,2,0.0
1a733fdb,4,0.0,1.36,1,0,0,0.0,1.83,0,0,0.0,0,0.0,0.31,1,0,1.0,3,0.0
1a7565ef,0,0.0,0.0,2,2,1,0.0,0.0,0,1,0.0,0,0.0,0.42,1,0,1.0,3,0.0
1a97afc6,0,0.0,0.0,1,1,0,0.0,2.05,0,0,0.0,0,0.0,0.38,1,0,1.0,3,0.0
1ab1f8b4,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.35,1,0,1.0,3,0.0
1ada7dc9,0,1.91,0.0,0,3,1,0.0,2.52,1,2,1.32,0,2.69,1.99,0,6,0.0,0,0.0
1aec05d4,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,0.89,1,1,0.5,2,0.0
1af82d0c,1,0.8,2.05,1,1,0,0.0,0.0,0,1,0.0,1,0.0,2.2,1,4,0.2,1,0.0
1b11d9f3,0,0.0,0.0,1,1,0,0.0,0.0,0,0,0.0,0,0.0,3.41,0,3,0.0,0,0.0
1b142503,1,0.0,0.0,1,1,0,0.0,1.83,0,0,0.0,0,0.0,0.94,1,1,0.5,2,0.0
